ARS_ID,행정구명,정류소명,X좌표,Y좌표
17910,구로구,구로고대병원후문,126.8856372,37.49347753
17911,구로구,구로3동현대아파트,126.8978497,37.48698924
17912,구로구,공구상가,126.8601179,37.498625
17913,구로구,대우아파트,126.8559981,37.50235252
17917,구로구,123전자타운.2001아울렛,126.8618086,37.49729256
17918,구로구,성화단지앞,126.8556554,37.50057963
17920,구로구,구로디지털단지입구,126.9006494,37.48292657
17922,구로구,삼환로즈빌아파트,126.8566416,37.4987023
17923,구로구,문성골,126.8999955,37.48149236
17925,구로구,에이스테크노타워,126.8937835,37.48526977
17927,구로구,구로3파출소,126.891792,37.48618349
17929,구로구,구로3동주민센터.삼성래미안아파트,126.8905622,37.48738713
17931,구로구,구로시장.남구로시장,126.891194,37.4891692
17932,구로구,구로구청후문,126.88805,37.49603548
17933,구로구,동구로새마을금고,126.8922617,37.49140762
17935,구로구,구로구청,126.8894341,37.49473188
17936,구로구,강서수도사업소.민원센터,126.8908356,37.49609204
17937,구로구,영림중학교,126.8916635,37.49761747
17938,구로구,구로고.구로도서관,126.8908715,37.49862057
17940,구로구,항아리,126.8862918,37.49885324
17942,구로구,미성아파트,126.8774688,37.50581985
17943,구로구,대림1.2차아파트,126.8782394,37.50634689
17944,구로구,대림5차아파트702동,126.8798403,37.5074731
17945,구로구,대림5차아파트.신도림주민센터,126.8813246,37.50734214
17946,구로구,대림6차태영프라자,126.8830796,37.50622022
17947,구로구,신도림역,126.8899932,37.51066478
17948,구로구,현대우성아파트,126.8854408,37.51174628
17949,구로구,동아1차아파트102동,126.884131,37.510818
17950,구로구,동아1차아파트105동,126.8824063,37.51000237
17954,구로구,1호선구일역,126.8722148,37.49521732
17955,구로구,금강수목원아파트정문,126.8329902,37.48920579
17956,구로구,고척근린시장,126.8510129,37.50098477
17958,구로구,구로시장.남구로시장입구,126.883867,37.49076619
17959,구로구,구로주공.구일우성APT,126.8759759,37.49137813
17960,구로구,구로1동주민센터.연예인APT,126.8761587,37.49295615
17961,구로구,천왕이펜하우스5단지입구,126.8421808,37.47944324
17962,구로구,구일고교.구일초등학교,126.8747646,37.49319298
17963,구로구,구로1동주민센터.연예인APT,126.8759946,37.49307264
17967,구로구,구로디지털단지역,126.901828,37.48405757
17970,구로구,구일초등학교.구일고등학교,126.874803,37.49326443
17971,구로구,개봉역,126.8586581,37.49526586
17972,구로구,개봉역,126.8587649,37.49501638
17974,구로구,KEB하나은행,126.895851,37.48495713
17975,구로구,천왕이펜하우스3단지입구,126.8383841,37.48272641
17982,구로구,천왕역2번출구,126.8383396,37.48636417
17984,구로구,천왕이펜하우스4단지,126.838628,37.48104411
17985,구로구,천왕이펜하우스6단지,126.8406703,37.47937634
17986,구로구,천왕이펜하우스5단지,126.8403094,37.47989311
17987,구로구,천왕이펜하우스3.4단지,126.8386924,37.48120972
17989,구로구,온수남부역,126.8242097,37.49184319
